sku,digikey_url,digikey_inventory,digikey_price,digikey_status,newark_url,newark_inventory,newark_price,newark_status,combined_inventory,InStock,combined_status,last_updated
130123-01,https://www.digikey.com/en/products/detail/ni/130123-01/16648308,2.0,370.12,Active,https://www.newark.com/molex/1301230171/6000-series-festoon-tow-cables/dp/18P3769,0.0,140.03,DIRECT_SHIP,2.0,True,Active,12-22-2025
132246-01,https://www.digikey.com/en/products/detail/ni/132246-01/18710747,0.0,1688.62,Active,https://www.newark.com/ni-emerson/132246-01/ecuts-b1-adapter-board-rohs-compliant/dp/32AK4700,0.0,1501.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
132249-01,https://www.digikey.com/en/products/detail/ni/132249-01/18710656,0.0,1648.12,Active,https://www.newark.com/ni-emerson/132249-01/ecuts-b2-adapter-board-rohs-compliant/dp/32AK4701,0.0,1465.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
132503-02,https://www.digikey.com/en/products/detail/ni/132503-02/18710255,0.0,770.62,Active,https://www.newark.com/ni-emerson/132503-02/ecuts-b3-2-pxie-4139-cable-rohs/dp/47AK3053,0.0,685.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
132504-02,https://www.digikey.com/en/products/detail/ni/132504-02/18710719,0.0,6061.5,Active,https://www.newark.com/ni-emerson/132504-02/switch-dmm-pxie-4322-cable/dp/32AK4702,0.0,5388.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
132508-08,https://www.digikey.com/en/products/detail/ni/132508-08/18710753,0.0,4095.0,Active,https://www.newark.com/ni-emerson/132508-08/ecuts-b8-8-multifunction-cable/dp/32AK4703,0.0,3640.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
132542-01,https://www.digikey.com/en/products/detail/ni/132542-01/18710603,0.0,477.0,Active,https://www.newark.com/ni-emerson/132542-01/shipping-kit-cable-assembly-gpib/dp/32AK4704,0.0,424.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
132705-01,https://www.digikey.com/en/products/detail/ni/132705-01/18710676,0.0,39.38,Active,https://www.newark.com/ni-emerson/132705-01/shipping-kit-cable-assy-ecuts/dp/47AK3054,0.0,35.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
132706-01,https://www.digikey.com/en/products/detail/ni/132706-01/18710314,0.0,41.62,Active,https://www.newark.com/ni-emerson/132706-01/shipping-kit-cable-assy-ecuts/dp/32AK4705,0.0,37.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
133807-01,https://www.digikey.com/en/products/detail/ni/133807-01/18710453,0.0,52.88,Active,https://www.newark.com/ni-emerson/133807-01/pdu-to-pdu-epo-interlock-1m-lg/dp/32AK4706,0.0,47.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
134075-01,https://www.digikey.com/en/products/detail/ni/134075-01/18710759,0.0,257.62,Active,https://www.newark.com/ni-emerson/134075-01/bracket-side-mount-ecuts-16001/dp/32AK4707,0.0,229.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
134234-01,https://www.digikey.com/en/products/detail/ni/134234-01/18709872,0.0,102.38,Active,https://www.newark.com/ni-emerson/134234-01/bracket-front-rack-mount-pxle/dp/32AK4708,0.0,91.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
134726-1R6,https://www.digikey.com/en/products/detail/ni/134726-1R6/18709798,0.0,212.62,Active,https://www.newark.com/ni-emerson/134726-1r6/shdb44m-4ixbf-differential-passthrough/dp/47AK3055,0.0,189.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
134726-2R5,https://www.digikey.com/en/products/detail/ni/134726-2R5/27259210,0.0,251.64,Active,https://www.newark.com/ni-emerson/134726-2r5/shdb44m-4ixbf-diff-passthrough/dp/24AM0214,0.0,233.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
134727-1R6,https://www.digikey.com/en/products/detail/ni/134727-1R6/18709894,0.0,313.88,Active,https://www.newark.com/ni-emerson/134727-1r6/sh68m-4ixbf-differential-digital/dp/47AK3056,0.0,279.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
134729-1R6,https://www.digikey.com/en/products/detail/ni/134729-1R6/18709806,0.0,334.12,Active,https://www.newark.com/ni-emerson/134729-1r6/sh68m-8ixbf-differential-analog/dp/47AK3057,0.0,297.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
134730-01,https://www.digikey.com/en/products/detail/ni/134730-01/18709905,0.0,313.88,Active,https://www.newark.com/ni-emerson/134730-01/sh68m-8ixbf-diff-analog-input/dp/26AK5427,0.0,279.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
134731-01,https://www.digikey.com/en/products/detail/ni/134731-01/18709860,0.0,110.25,Active,https://www.newark.com/ni-emerson/134731-01/ixbf-ixbf-differential-passthrough/dp/47AK3059,0.0,98.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
134731-0R5,https://www.digikey.com/en/products/detail/ni/134731-0R5/18709757,0.0,88.88,Active,https://www.newark.com/ni-emerson/134731-0r5/ixbf-ixbf-differential-passthrough/dp/47AK3058,0.0,79.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
136691-0400,https://www.digikey.com/en/products/detail/ni/136691-0400/27259438,0.0,174.38,Active,https://www.newark.com/ni-emerson/136691-0400/rf-cable-sma-m-to-sma-m-0-400/dp/87AK1804,0.0,155.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
136691-0670,https://www.digikey.com/en/products/detail/ni/136691-0670/27259481,0.0,174.38,Active,https://www.newark.com/ni-emerson/136691-0670/rf-cable-sma-m-to-sma-m-0-670/dp/87AK1805,0.0,155.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
136691-0870,https://www.digikey.com/en/products/detail/ni/136691-0870/27259425,0.0,223.88,Active,https://www.newark.com/ni-emerson/136691-0870/rf-cable-sma-m-to-sma-m-0-870/dp/87AK1806,0.0,199.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
136691-0R40,,,,,,,,,,False,Active,12-22-2025
136692-0650,https://www.digikey.com/en/products/detail/ni/136692-0650/27259442,0.0,446.62,Active,https://www.newark.com/ni-emerson/136692-0650/rf-cable-2-92mm-m-to-2-92mm-m/dp/87AK1807,0.0,397.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
136692-1000,https://www.digikey.com/en/products/detail/ni/136692-1000/27259315,0.0,495.0,Active,https://www.newark.com/ni-emerson/136692-1000/rf-cable-2-92mm-m-to-2-92mm-m/dp/87AK1808,0.0,440.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
137445-01,https://www.digikey.com/en/products/detail/ni/137445-01/18709926,0.0,1389.38,Active,https://www.newark.com/ni-emerson/137445-01/rf-cable-3-5mm-m-to-3-5mm-m-1/dp/87AK1809,0.0,1235.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
137446-01,https://www.digikey.com/en/products/detail/ni/137446-01/18710181,0.0,716.62,Active,https://www.newark.com/ni-emerson/137446-01/rf-cable-3-5mm-m-to-3-5mm-m-1/dp/87AK1810,0.0,637.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
137446-03,https://www.digikey.com/en/products/detail/ni/137446-03/18710246,0.0,1073.25,Active,https://www.newark.com/ni-emerson/137446-03/rf-cable-3-5mm-m-to-3-5mm-m-3/dp/87AK1811,0.0,954.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
137833-0150,https://www.digikey.com/en/products/detail/ni/137833-0150/27259355,0.0,180.0,Active,https://www.newark.com/ni-emerson/137833-0150/rf-cable-sma-m-to-sma-m-0-150/dp/87AK1812,0.0,160.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
137833-0300,https://www.digikey.com/en/products/detail/ni/137833-0300/27259246,0.0,180.0,Active,https://www.newark.com/ni-emerson/137833-0300/rf-cable-sma-m-to-sma-m-0-300/dp/87AK1813,0.0,160.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
137833-0600,https://www.digikey.com/en/products/detail/ni/137833-0600/27259312,0.0,231.75,Active,https://www.newark.com/ni-emerson/137833-0600/rf-cable-sma-m-to-sma-m-0-600/dp/87AK1814,0.0,206.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
137833-0R15,,,,,,,,,,False,Active,12-22-2025
137833-1000,https://www.digikey.com/en/products/detail/ni/137833-1000/27259432,0.0,282.38,Active,https://www.newark.com/ni-emerson/137833-1000/rf-cable-sma-m-to-sma-m-1-000/dp/87AK1815,0.0,251.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
138285-0150,https://www.digikey.com/en/products/detail/ni/138285-0150/27259649,0.0,769.5,Active,https://www.newark.com/ni-emerson/138285-0150/rf-cable-1-85mm-m-to-1-85mm-m/dp/87AK1816,0.0,684.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
138285-0R15,,,,,,,,,,False,Active,12-22-2025
138285-1000,https://www.digikey.com/en/products/detail/ni/138285-1000/27259237,0.0,621.0,Active,https://www.newark.com/ni-emerson/138285-1000/rf-cable-1-85mm-m-to-1-85mm-m/dp/87AK1817,0.0,552.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
138286-01,,,,,,,,,,False,Active,12-22-2025
138286-1000,https://www.digikey.com/en/products/detail/ni/138286-1000/27259319,0.0,1014.75,Active,https://www.newark.com/ni-emerson/138286-1000/rf-cable-1-85mm-m-to-1-85mm-m/dp/87AK1818,0.0,902.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
138950-01,https://www.digikey.com/en/products/detail/ni/138950-01/27259596,0.0,651.38,Active,https://www.newark.com/ni-emerson/138950-01/shdb37m-5ixbf-analog-cable-3-3/dp/87AK1820,0.0,579.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
138950-0R5,https://www.digikey.com/en/products/detail/ni/138950-0R5/27259192,0.0,621.0,Active,https://www.newark.com/ni-emerson/138950-0r5/shdb37m-5ixbf-analog-cable-19/dp/87AK1819,0.0,552.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
138950-1R6,https://www.digikey.com/en/products/detail/ni/138950-1R6/27259549,0.0,716.62,Active,https://www.newark.com/ni-emerson/138950-1r6/shdb37m-5ixbf-analog-cable-5-24/dp/87AK1821,0.0,637.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
138951-01,https://www.digikey.com/en/products/detail/ni/138951-01/27259190,0.0,174.38,Active,https://www.newark.com/ni-emerson/138951-01/shdb15m-ixbf-analog-cable-3-3/dp/87AK1823,0.0,155.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
138951-0R5,https://www.digikey.com/en/products/detail/ni/138951-0R5/27259183,0.0,248.62,Active,https://www.newark.com/ni-emerson/138951-0r5/shdb15m-ixbf-analog-cable-19-7/dp/87AK1822,0.0,221.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
138953-01,https://www.digikey.com/en/products/detail/ni/138953-01/27259298,0.0,261.0,Active,https://www.newark.com/ni-emerson/138953-01/sh68m-6ixbf-multifunction-cable/dp/87AK1824,0.0,232.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
138953-1R6,https://www.digikey.com/en/products/detail/ni/138953-1R6/27259455,0.0,273.38,Active,https://www.newark.com/ni-emerson/138953-1r6/sh68m-6ixbf-multifunction-cbl/dp/87AK1825,0.0,243.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
138984-1R6,,,,,,,,,,False,Active,12-22-2025
140150-0R46,https://www.digikey.com/en/products/detail/ni/140150-0R46/18710531,0.0,158.62,Active,https://www.newark.com/ni-emerson/140150-0r46/microphone-cable-460mm-test-equipment/dp/13AJ3160,0.0,141.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
140150-0R91,https://www.digikey.com/en/products/detail/ni/140150-0R91/18710216,0.0,158.62,Active,https://www.newark.com/ni-emerson/140150-0r91/microphone-cable-910mm-test-equipment/dp/13AJ3161,0.0,141.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
140150-2R4,https://www.digikey.com/en/products/detail/ni/140150-2R4/18710580,0.0,153.0,Active,https://www.newark.com/ni-emerson/140150-2r4/microphone-cable-2-4m-test-equipment/dp/13AJ3162,0.0,136.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
140151-0R46,https://www.digikey.com/en/products/detail/ni/140151-0R46/18710126,0.0,158.62,Active,https://www.newark.com/ni-emerson/140151-0r46/microphone-cable-460mm-test-equipment/dp/13AJ3163,0.0,141.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
140151-0R91,https://www.digikey.com/en/products/detail/ni/140151-0R91/18710261,0.0,158.62,Active,https://www.newark.com/ni-emerson/140151-0r91/microphone-cable-910mm-test-equipment/dp/13AJ3164,0.0,141.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
140151-2R4,https://www.digikey.com/en/products/detail/ni/140151-2R4/18710155,0.0,145.12,Active,https://www.newark.com/ni-emerson/140151-2r4/microphone-cable-2-4m-test-equipment/dp/13AJ3165,0.0,129.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
140152-0R46,https://www.digikey.com/en/products/detail/ni/140152-0R46/18709959,0.0,151.88,Active,https://www.newark.com/ni-emerson/140152-0r46/microphone-cable-460mm-test-equipment/dp/13AJ3166,0.0,135.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
140254-02,https://www.digikey.com/en/products/detail/ni/140254-02/15219112,2.0,59.62,Active,https://www.newark.com/ni/140254-02/usb-cable-test-equipment/dp/13AJ3168,0.0,53.0,NO_LONGER_STOCKED,2.0,True,Active,12-22-2025
140296-0R2,https://www.digikey.com/en/products/detail/ni/140296-0R2/18710066,0.0,406.12,Active,https://www.newark.com/ni-emerson/140296-0r2/infiniband-cable-200mm-snd-vibrtn/dp/13AJ3169,0.0,361.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
140303-0R2,https://www.digikey.com/en/products/detail/ni/140303-0R2/18709818,0.0,393.75,Active,https://www.newark.com/ni-emerson/140303-0r2/infiniband-cable-200mm-snd-vibrtn/dp/13AJ3170,0.0,350.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
140304-0R2,https://www.digikey.com/en/products/detail/ni/140304-0R2/18710426,0.0,406.12,Active,https://www.newark.com/ni-emerson/140304-0r2/infiniband-cable-200mm-snd-vibrtn/dp/13AJ3171,0.0,361.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
141856-01,https://www.digikey.com/en/products/detail/ni/141856-01/15219121,3.0,79.88,Active,https://www.newark.com/ni/141856-01/db15f-db15m-multifunction-cable/dp/13AJ3175,5.0,72.42,STOCKED,8.0,True,Active,12-22-2025
142947-01,https://www.digikey.com/en/products/detail/ni/142947-01/16648846,0.0,369.0,Active,https://www.newark.com/ni-emerson/142947-01/shdb62m-db62m-ll-low-leakage-cable/dp/13AJ3176,0.0,334.56,STOCKED,0.0,False,Active,12-22-2025
142947-02,https://www.digikey.com/en/products/detail/ni/142947-02/16648751,0.0,462.38,Active,https://www.newark.com/ni-emerson/142947-02/shdb62m-db62m-ll-low-leakage-cable/dp/13AJ3177,0.0,411.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
142948-01,https://www.digikey.com/en/products/detail/ni/142948-01/16648870,0.0,347.62,Active,https://www.newark.com/ni-emerson/142948-01/shdb62m-bw-ll-low-leakage-cable/dp/13AJ3178,0.0,309.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
142948-02,https://www.digikey.com/en/products/detail/ni/142948-02/16648208,0.0,416.25,Active,https://www.newark.com/ni-emerson/142948-02/shdb62m-bw-ll-low-leakage-cable/dp/13AJ3179,0.0,370.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
142998-08,https://www.digikey.com/en/products/detail/ni/142998-08/18710673,0.0,33.75,Active,https://www.newark.com/ni-emerson/142998-08/safety-interlock-cable-for-pxie/dp/82AJ0170,0.0,30.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
143045-01,https://www.digikey.com/en/products/detail/ni/143045-01/27259219,0.0,238.68,Active,https://www.newark.com/ni-emerson/143045-01/cable-assembly-mini-hdmi-to-mini/dp/87AK1826,0.0,221.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
143045-03,https://www.digikey.com/en/products/detail/ni/143045-03/27259329,0.0,438.48,Active,https://www.newark.com/ni-emerson/143045-03/cable-assembly-mini-hdmi-to-mini/dp/87AK1827,0.0,406.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
143245-01,https://www.digikey.com/en/products/detail/ni/143245-01/15219056,0.0,158.62,Active,https://www.newark.com/ni-emerson/143245-01/panel-mounting-kit-8-slot-crio/dp/13AJ3186,0.0,141.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
143555-0R5,https://www.digikey.com/en/products/detail/ni/143555-0R5/16648301,2.0,69.75,Active,https://www.newark.com/ni/143555-0r5/usb-cable-500mm-daq-device/dp/13AJ3187,0.0,63.24,STOCKED,2.0,True,Active,12-22-2025
143556-01,https://www.digikey.com/en/products/detail/ni/143556-01/16648396,0.0,69.75,Active,https://www.newark.com/ni-emerson/143556-01/usb-cable-1m-daq-device/dp/13AJ3189,0.0,62.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
143556-02,https://www.digikey.com/en/products/detail/ni/143556-02/16647599,0.0,88.88,Active,https://www.newark.com/ni-emerson/143556-02/usb-cable-2m-daq-device/dp/13AJ3190,0.0,79.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
143556-0R3,https://www.digikey.com/en/products/detail/ni/143556-0R3/16647819,0.0,54.0,Active,https://www.newark.com/ni-emerson/143556-0r3/usb-cable-300mm-daq-device/dp/13AJ3188,0.0,48.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
143557-0R5,https://www.digikey.com/en/products/detail/ni/143557-0R5/15219039,1.0,105.75,Active,https://www.newark.com/ni/143557-0r5/vga15f-usb24m-display-cable-0/dp/13AJ3191,0.0,95.88,STOCKED,1.0,True,Active,12-22-2025
143558-0R5,https://www.digikey.com/en/products/detail/ni/143558-0R5/15218980,2.0,105.75,Active,https://www.newark.com/ni/143558-0r5/dvi24f-usb24m-display-cable-0/dp/13AJ3192,2.0,95.88,STOCKED,4.0,True,Active,12-22-2025
145230-05,https://www.digikey.com/en/products/detail/ni/145230-05/18710654,0.0,313.88,Active,https://www.newark.com/ni-emerson/145230-05/camera-cable-5m-smart-camera/dp/13AJ3193,0.0,279.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
145231-05,https://www.digikey.com/en/products/detail/ni/145231-05/18710367,0.0,292.5,Active,https://www.newark.com/ni-emerson/145231-05/camera-cable-5m-smart-camera/dp/13AJ3194,0.0,260.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
145232-03,https://www.digikey.com/en/products/detail/ni/145232-03/18710668,0.0,286.88,Active,https://www.newark.com/ni-emerson/145232-03/camera-cable-3m-smart-camera/dp/13AJ3195,0.0,255.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
145233-03,https://www.digikey.com/en/products/detail/ni/145233-03/18710474,0.0,292.5,Active,https://www.newark.com/ni-emerson/145233-03/camera-cable-3m-smart-camera/dp/13AJ3196,0.0,260.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
146907-01,https://www.digikey.com/en/products/detail/ni/146907-01/15218855,0.0,541.12,Active,https://www.newark.com/ni-emerson/146907-01/shdb37f-4om6f-multifunction-cable/dp/13AJ3197,0.0,481.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
147464-01,https://www.digikey.com/en/products/detail/ni/147464-01/18710124,0.0,1251.0,Active,https://www.newark.com/ni-emerson/147464-01/ip67-power-supply-24-vdc-5-a-100/dp/25AK9172,0.0,1112.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
147791-02,https://www.digikey.com/en/products/detail/ni/147791-02/18710080,0.0,88.88,Active,https://www.newark.com/ni-emerson/147791-02/shdb15m-15f-camera-cable-2m/dp/13AJ3198,0.0,85.32,NO_LONGER_MANUFACTURED,0.0,False,Obsolete,12-22-2025
147791-05,https://www.digikey.com/en/products/detail/ni/147791-05/18710529,0.0,72.0,Active,https://www.newark.com/ni-emerson/147791-05/shdb15m-15f-camera-cable-5m/dp/13AJ3199,0.0,64.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
147792-05,https://www.digikey.com/en/products/detail/ni/147792-05/18709996,0.0,76.5,Active,https://www.newark.com/ni-emerson/147792-05/shdb15-pigtail-camera-cable-5m/dp/13AJ3200,0.0,68.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
148299-01,https://www.digikey.com/en/products/detail/ni/148299-01/27259426,0.0,645.75,Active,https://www.newark.com/ni-emerson/148299-01/sp8m-sp8f-30a-rms-cable-1m/dp/02AM5900,0.0,574.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
148864-01,https://www.digikey.com/en/products/detail/ni/148864-01/16648083,0.0,68.62,Active,https://www.newark.com/ni-emerson/148864-01/trigger-cable-1m-pxi-chassis/dp/13AJ3202,0.0,61.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
148864-02,https://www.digikey.com/en/products/detail/ni/148864-02/16648416,0.0,76.5,Active,https://www.newark.com/ni-emerson/148864-02/trigger-cable-2m-pxi-chassis/dp/13AJ3203,0.0,68.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
148876-12,https://www.digikey.com/en/products/detail/ni/148876-12/16647687,0.0,102.38,Active,https://www.newark.com/ni-emerson/148876-12/cable-gland-replacement-pack-m16/dp/79AJ9116,0.0,91.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
148877-01,https://www.digikey.com/en/products/detail/ni/148877-01/16647565,0.0,19.12,Active,https://www.newark.com/ni-emerson/148877-01/cable-gland-replacement-pg16-thread/dp/79AJ9117,0.0,17.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
148977-01,https://www.digikey.com/en/products/detail/ni/148977-01/18710421,0.0,102.38,Active,https://www.newark.com/ni-emerson/148977-01/antenna-omni-directional-2-4ghz/dp/14AJ4613,0.0,91.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
149055-0R2,https://www.digikey.com/en/products/detail/ni/149055-0R2/16648086,3.0,391.5,Active,https://www.newark.com/ni-emerson/149055-0r2/trigger-cable-20cm-pxi-chassis/dp/14AJ4614,0.0,348.0,NO_LONGER_STOCKED,3.0,True,Active,12-22-2025
150056-01,https://www.digikey.com/en/products/detail/ni/150056-01/18710247,0.0,123.75,Active,https://www.newark.com/ni-emerson/150056-01/filler-panel-switchblock/dp/13AJ3207,0.0,110.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
150275-01,https://www.digikey.com/en/products/detail/ni/150275-01/18710194,0.0,783.0,Active,https://www.newark.com/ni/150275-01/sh96f-96m-switch-cable-1m/dp/13AJ3209,0.0,696.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
150275-0R5,https://www.digikey.com/en/products/detail/ni/150275-0R5/18710601,0.0,766.12,Active,https://www.newark.com/ni-emerson/150275-0r5/sh96f-96m-switch-cable-0-5m/dp/13AJ3208,0.0,681.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
150275-1R5,https://www.digikey.com/en/products/detail/ni/150275-1R5/18709752,0.0,689.62,Active,https://www.newark.com/ni/150275-1r5/sh96f-96m-switch-cable-1-5m/dp/13AJ3210,0.0,613.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
150579-01,https://www.digikey.com/en/products/detail/ni/150579-01/18709825,0.0,704.25,Active,https://www.newark.com/ni-emerson/150579-01/sh96f-96m-switch-cable-1m/dp/13AJ3211,0.0,626.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
151733-01,https://www.digikey.com/en/products/detail/ni/151733-01/16647888,4.0,23.62,Active,https://www.newark.com/ni/151733-01/ethernet-cable-1m-test-equipment/dp/13AJ3213,4.0,21.42,STOCKED,8.0,True,Active,12-22-2025
151733-02,https://www.digikey.com/en/products/detail/ni/151733-02/16648725,4.0,27.0,Active,https://www.newark.com/ni/151733-02/ethernet-cable-2m-test-equipment/dp/13AJ3214,0.0,24.0,NO_LONGER_STOCKED,4.0,True,Active,12-22-2025
151733-05,https://www.digikey.com/en/products/detail/ni/151733-05/16648413,4.0,41.62,Active,https://www.newark.com/ni/151733-05/ethernet-cable-5m-test-equipment/dp/13AJ3215,10.0,37.74,STOCKED,14.0,True,Active,12-22-2025
151733-0R3,https://www.digikey.com/en/products/detail/ni/151733-0R3/16648756,0.0,19.12,Active,https://www.newark.com/ni-emerson/151733-0r3/ethernet-cable-300mm-test-equipment/dp/13AJ3212,0.0,17.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
151733-10,https://www.digikey.com/en/products/detail/ni/151733-10/16648693,0.0,52.88,Active,https://www.newark.com/ni/151733-10/ethernet-cable-10m-test-equipment/dp/13AJ3216,0.0,47.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
151944A-02L,,,,,,,,,,False,Active,12-22-2025
152166-02,https://www.digikey.com/en/products/detail/ni/152166-02/16647320,1.0,92.25,Active,https://www.newark.com/ni-emerson/152166-02/usb-cable-2m-daq-device/dp/13AJ3219,0.0,82.0,NO_LONGER_STOCKED,1.0,True,Active,12-22-2025
152166-0R5,https://www.digikey.com/en/products/detail/ni/152166-0R5/16647230,0.0,70.88,Active,https://www.newark.com/ni-emerson/152166-0r5/usb-cable-500mm-daq-device/dp/13AJ3218,0.0,63.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
152580-0R25,https://www.digikey.com/en/products/detail/ni/152580-0R25/18709749,22.0,119.25,Active,https://www.newark.com/ni/152580-0r25/usb-i2c-spi-comm-cbl-interface/dp/14AJ4616,10.0,108.12,STOCKED,32.0,True,Active,12-22-2025
152629-01,https://www.digikey.com/en/products/detail/ni/152629-01/18710323,0.0,433.12,Active,https://www.newark.com/ni-emerson/152629-01/sh19m-19m-aux-digital-cable-1m/dp/13AJ3221,0.0,385.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
152629-02,https://www.digikey.com/en/products/detail/ni/152629-02/18710069,0.0,568.12,Active,https://www.newark.com/ni-emerson/152629-02/sh19m-19m-aux-digital-cable-2m/dp/13AJ3222,0.0,505.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
152637-01,https://www.digikey.com/en/products/detail/ni/152637-01/18710188,0.0,265.5,Active,https://www.newark.com/ni-emerson/152637-01/rf-cable-sma-m-to-sma-m-pxie-5668/dp/47AK3060,0.0,236.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
152638-01,https://www.digikey.com/en/products/detail/ni/152638-01/18710031,0.0,265.5,Active,https://www.newark.com/ni-emerson/152638-01/rf-cable-sma-m-to-sma-m-pxie-5668/dp/47AK3061,0.0,236.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
152639-01,https://www.digikey.com/en/products/detail/ni/152639-01/18710210,0.0,265.5,Active,https://www.newark.com/ni-emerson/152639-01/rf-cable-sma-m-to-sma-m-pxie-5668/dp/47AK3062,0.0,236.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
152640-01,https://www.digikey.com/en/products/detail/ni/152640-01/18710229,0.0,265.5,Active,https://www.newark.com/ni-emerson/152640-01/rf-cable-sma-m-to-sma-m-pxie-5668/dp/47AK3063,0.0,236.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
